objs,mean_curvature0,mean_curvature1,mean_curvature2,mean_curvature3,mean_curvature4,mean_curvature5,mean_curvature6,mean_curvature7,mean_curvature8,gaussian_curvature0,gaussian_curvature1,gaussian_curvature2,gaussian_curvature3,gaussian_curvature4,gaussian_curvature5,gaussian_curvature6,gaussian_curvature7,gaussian_curvature8,dihedral_angle0,dihedral_angle1,dihedral_angle2,dihedral_angle3,dihedral_angle4,dihedral_angle5,dihedral_angle6,dihedral_angle7,dihedral_angle8,defect0,defect1,defect2,defect3,defect4,defect5,defect6,defect7,defect8,gray0,gray1,gray2,gray3,gray4,gray5,gray6,gray7,gray8,gradient0,gradient1,gradient2,gradient3,gradient4,gradient5,gradient6,gradient7,gradient8
/DATA/digital_human/alloy_humans/dis_objs/00003_Rahel003_Basics_007_jpeg_q_15/00003_Rahel003_Basics_007_jpeg_q_15.obj,0.017333991,0.149381976,6.37247565,0.896,0.150380813,0.835,-0.09342096,1.071643743,0.932789516,1.143703938,3.743923163,3.186320221,0.246,3.914633813,0.522,1.265245831,0.317150915,2.577432014,0.202197564,0.204805245,5.85999022,0.975,0.287799115,1.172,0.661461244,0.592093533,1.49406233,0.349279991,1.060800048,5.008692412,0.284,1.116799065,0.666,1.426671218,0.355322792,2.646482846,79.05858874,52.30410057,3.858926647,10,11.72769878,10,0.036964842,0.97830565,1.021260893,14.58137848,39.5798945,2.298827569,0.265,42.18037783,0.459,0.738673114,0.35553109,1.767921685
/DATA/digital_human/alloy_humans/dis_objs/00003_Rahel003_Basics_007_jpeg_q_20/00003_Rahel003_Basics_007_jpeg_q_20.obj,0.017333991,0.149381976,6.37247565,0.896,0.150380813,0.835,-0.09342096,1.071643743,0.932789516,1.143703938,3.743923163,3.186320221,0.246,3.914633813,0.522,1.265245831,0.317150915,2.577432014,0.202197564,0.204805245,5.85999022,0.975,0.287799115,1.172,0.661461244,0.592093533,1.49406233,0.349279991,1.060800048,5.008692412,0.284,1.116799065,0.666,1.426671218,0.355322792,2.646482846,78.90102386,52.27860544,4.161162717,10,9.644728716,10,0.037368924,0.978109444,1.021534255,14.98682442,39.61919932,2.626465354,0.272,42.35900716,0.419,0.674738612,0.352506802,1.714072191
/DATA/digital_human/alloy_humans/dis_objs/00003_Rahel003_Basics_007_qp_level_6/00003_Rahel003_Basics_007_qp_level_6.obj,3.883359747,2.003920254,4.932044988,10,4.369895855,1.594,0.377740251,0.769550431,1.25720842,63.84215926,51.77585238,5.754274031,1.624,82.19752835,1.569,0.519688697,0.686324964,1.3588296,1.519450065,0.298264513,0.247024742,10,1.548447193,0.293,-1.607313819,4.591101304,0.35585072,4.934204282,1.433678588,1.965203015,10,5.138259353,3.598,-0.207286985,1.114853796,0.867045566,78.88606405,52.2782688,4.841003343,10,10.30738542,10,0.032837584,0.980691173,1.01885031,15.87387503,39.3103953,4.017825374,0.289,42.39441848,0.368,0.759888265,0.304116965,1.974963741
/DATA/digital_human/alloy_humans/dis_objs/00003_Rahel003_Basics_007_qp_level_7/00003_Rahel003_Basics_007_qp_level_7.obj,1.356645542,0.882376597,5.651992806,4.794,1.618344475,1.993,0.228711567,0.862195371,1.148957353,13.30240732,14.67345109,5.291097894,0.836,19.80540447,1.096,0.65511327,0.594267331,1.500744995,1.285891305,0.595657374,1.101705983,10,1.417151413,2.825,-0.965148228,1.752418314,0.580839842,3.166944817,1.849531549,3.945641224,10,3.667443932,1.969,0.030170417,0.982884066,1.020764939,78.88606405,52.2782688,4.841003343,10,10.30738542,10,0.032837584,0.980691173,1.01885031,15.87387503,39.3103953,4.017825374,0.289,42.39441848,0.368,0.759888265,0.304116965,1.974963741
/DATA/digital_human/alloy_humans/dis_objs/00003_Rahel003_Basics_007_qp_level_8/00003_Rahel003_Basics_007_qp_level_8.obj,0.328921867,0.451925839,6.471473206,0.926,0.558942681,2.442,0.468348694,0.736562551,1.311845207,2.571283848,5.077054656,4.525729903,0.392,5.690937366,0.92,0.765644765,0.495130789,1.601790303,0.73763218,0.66736628,3.205311825,1.238,0.99472178,10,0.235632157,0.867913575,1.141731514,1.074033564,1.615336154,5.796189539,0.662,1.939777266,10,0.642674194,0.679766159,1.426590048,78.88606405,52.2782688,4.841003343,10,10.30738542,10,0.032837584,0.980691173,1.01885031,15.87387503,39.3103953,4.017825374,0.289,42.39441848,0.368,0.759888265,0.304116965,1.974963741
/DATA/digital_human/alloy_humans/dis_objs/00003_Rahel003_Basics_007_qp_level_9/00003_Rahel003_Basics_007_qp_level_9.obj,0.057307179,0.2193298,5.859898155,0.643,0.226687899,0.73,0.347112127,0.735336944,1.274344003,1.509608955,4.932693907,3.651651411,0.246,5.158414492,0.488,1.110614008,0.314412161,2.368040276,0.375159901,0.414603127,5.340035184,0.828,0.559140219,1.342,0.599871317,0.634971072,1.431606915,0.410843043,1.149390442,5.43661657,0.334,1.220585125,0.826,1.265253546,0.406508886,2.293315463,78.88606405,52.2782688,4.841003343,10,10.30738542,10,0.032837584,0.980691173,1.01885031,15.87387503,39.3103953,4.017825374,0.289,42.39441848,0.368,0.759888265,0.304116965,1.974963741
/DATA/digital_human/alloy_humans/dis_objs/00003_Rahel003_Basics_007_qt_level_6/00003_Rahel003_Basics_007_qt_level_6.obj,0.017750282,0.151055106,6.183445041,0.897,0.152090894,0.841,-0.077295547,1.059083822,0.944445418,1.134699741,3.74596127,3.185663336,0.245,3.913963049,0.514,1.258654907,0.315027859,2.580905469,0.215414063,0.223249674,5.926767127,0.932,0.31023022,1.17,0.645122206,0.599436654,1.479441815,0.34593418,1.057452453,4.992004189,0.284,1.112575098,0.661,1.416826078,0.355688114,2.637663642,78.88606405,52.2782688,4.841003343,10,10.30738542,10,0.032837584,0.980691173,1.01885031,15.87387503,39.3103953,4.017825374,0.289,42.39441848,0.368,0.759888265,0.304116965,1.974963741
/DATA/digital_human/alloy_humans/dis_objs/00003_Rahel003_Basics_007_qt_level_7/00003_Rahel003_Basics_007_qt_level_7.obj,0.017733792,0.150795785,6.226807432,0.902,0.151831429,0.845,-0.080328374,1.061286413,0.942319504,1.141996097,3.663409145,3.246096296,0.251,3.837197964,0.545,1.281472485,0.324102459,2.566132853,0.215348911,0.223134339,5.926452703,0.933,0.310101984,1.17,0.644897767,0.59955148,1.479250485,0.348456258,1.060465101,4.994780751,0.285,1.116223506,0.667,1.416453873,0.356946799,2.630387866,78.88606405,52.2782688,4.841003343,10,10.30738542,10,0.032837584,0.980691173,1.01885031,15.87387503,39.3103953,4.017825374,0.289,42.39441848,0.368,0.759888265,0.304116965,1.974963741
/DATA/digital_human/alloy_humans/dis_objs/00003_Rahel003_Basics_007_qt_level_8/00003_Rahel003_Basics_007_qt_level_8.obj,0.017783136,0.151076642,6.197291523,0.897,0.152116122,0.841,-0.077716889,1.059427831,0.944164529,1.157383565,3.808864914,3.191219385,0.245,3.980741641,0.516,1.257055595,0.315611504,2.57420909,0.215323987,0.22299527,5.926404925,0.934,0.309984621,1.172,0.644774213,0.599833213,1.479047569,0.349296474,1.061530726,4.995343757,0.285,1.117498247,0.669,1.417363031,0.357146668,2.629438601,78.88606405,52.2782688,4.841003343,10,10.30738542,10,0.032837584,0.980691173,1.01885031,15.87387503,39.3103953,4.017825374,0.289,42.39441848,0.368,0.759888265,0.304116965,1.974963741
/DATA/digital_human/alloy_humans/dis_objs/00003_Rahel003_Basics_007_qt_level_9/00003_Rahel003_Basics_007_qt_level_9.obj,0.017809395,0.151053835,6.226911141,0.898,0.152096545,0.842,-0.078121477,1.059705324,0.943883362,1.149185204,3.683931079,3.247311019,0.251,3.85892917,0.546,1.282835853,0.324163235,2.566635761,0.215344294,0.223133422,5.926428373,0.933,0.310098119,1.17,0.644932658,0.59953543,1.47928203,0.349016429,1.061138247,4.995300657,0.285,1.117037916,0.668,1.416447501,0.357201794,2.629326936,78.88606405,52.2782688,4.841003343,10,10.30738542,10,0.032837584,0.980691173,1.01885031,15.87387503,39.3103953,4.017825374,0.289,42.39441848,0.368,0.759888265,0.304116965,1.974963741
/DATA/digital_human/alloy_humans/dis_objs/00003_Rahel003_Basics_007_simp_rate_0.05/00003_Rahel003_Basics_007_simp_rate_0.05.obj,0.053414028,0.194055635,6.190004555,1.766,0.2012055,1.373,-0.202829896,1.138384028,0.870119792,4.17515476,4.844286526,5.273468037,0.862,6.393919526,2.231,0.209639118,0.855473101,1.115176762,0.587305119,0.539217611,6.650453194,1.198,0.797227485,1.824,0.572355605,0.672328605,1.397658532,1.779109818,1.999024757,6.500106469,1.144,2.675531187,10,0.202320367,0.884889762,1.119997511,78.88130999,52.29844067,4.845532682,10,10.30200304,10,0.033313868,0.980412174,1.01912478,16.31442304,39.2291413,3.954733261,0.297,42.48629849,0.372,0.753627204,0.310614635,1.955163974
/DATA/digital_human/alloy_humans/dis_objs/00003_Rahel003_Basics_007_simp_rate_0.10/00003_Rahel003_Basics_007_simp_rate_0.10.obj,0.044426308,0.181966515,6.568706478,1.712,0.187277002,1.35,-0.160939847,1.111490166,0.897989106,3.44535562,5.893826018,4.60886401,0.469,6.825994173,0.948,0.545959242,0.587748823,1.370535077,0.501328776,0.457637079,6.610151362,1.213,0.678766295,1.722,0.551601059,0.675846586,1.380179241,1.410063679,1.879269494,6.530867308,0.832,2.349162522,10,0.423504798,0.775452864,1.267589476,78.88130999,52.29844067,4.845532682,10,10.30200304,10,0.033313868,0.980412174,1.01912478,16.31442304,39.2291413,3.954733261,0.297,42.48629849,0.372,0.753627204,0.310614635,1.955163974
/DATA/digital_human/alloy_humans/dis_objs/00003_Rahel003_Basics_007_simp_rate_0.20/00003_Rahel003_Basics_007_simp_rate_0.20.obj,0.029351418,0.169733623,6.696320789,1.511,0.172235356,1.305,-0.159339707,1.112115332,0.899420672,2.683183719,5.227047651,4.182681587,0.4,5.875016645,1.085,0.756233326,0.51741465,1.566216523,0.405223502,0.383863458,6.501524,1.119,0.558161351,1.458,0.582587237,0.649449877,1.41213659,1.054383561,1.709057896,6.386813824,0.599,2.007983119,10,0.730153702,0.648540393,1.497020435,78.88130999,52.29844067,4.845532682,10,10.30200304,10,0.033313868,0.980412174,1.01912478,16.31442304,39.2291413,3.954733261,0.297,42.48629849,0.372,0.753627204,0.310614635,1.955163974
/DATA/digital_human/alloy_humans/dis_objs/00003_Rahel003_Basics_007_simp_rate_0.40/00003_Rahel003_Basics_007_simp_rate_0.40.obj,0.022941161,0.166265478,6.654194508,1.29,0.167831599,1.157,-0.149193502,1.107797314,0.903801282,2.0386615,4.660603469,3.902775644,0.338,5.08674363,0.982,0.999453563,0.444845866,1.864783268,0.315850617,0.292656606,6.262571086,1.173,0.430587711,1.423,0.578256245,0.650148014,1.410242335,0.715057511,1.456519265,6.002813013,0.438,1.622504471,2.482,1.08146297,0.520661741,1.847147848,78.88130999,52.29844067,4.845532682,10,10.30200304,10,0.033313868,0.980412174,1.01912478,16.31442304,39.2291413,3.954733261,0.297,42.48629849,0.372,0.753627204,0.310614635,1.955163974
/DATA/digital_human/alloy_humans/dis_objs/00003_Rahel003_Basics_007_sub_rate_02/00003_Rahel003_Basics_007_sub_rate_02.obj,0.017333991,0.149381976,6.37247565,0.896,0.150380813,0.835,-0.09342096,1.071643743,0.932789516,1.143703938,3.743923163,3.186320221,0.246,3.914633813,0.522,1.265245831,0.317150915,2.577432014,0.202197564,0.204805245,5.85999022,0.975,0.287799115,1.172,0.661461244,0.592093533,1.49406233,0.349279991,1.060800048,5.008692412,0.284,1.116799065,0.666,1.426671218,0.355322792,2.646482846,78.90946484,52.21573323,4.838529821,10,10.33052398,10,0.032417879,0.980931083,1.018602498,23.67584304,55.05691278,4.265430877,0.307,59.93168025,0.406,0.805664963,0.323271269,1.981577767
/DATA/digital_human/alloy_humans/dis_objs/00003_Rahel003_Basics_007_sub_rate_04/00003_Rahel003_Basics_007_sub_rate_04.obj,0.017333991,0.149381976,6.37247565,0.896,0.150380813,0.835,-0.09342096,1.071643743,0.932789516,1.143703938,3.743923163,3.186320221,0.246,3.914633813,0.522,1.265245831,0.317150915,2.577432014,0.202197564,0.204805245,5.85999022,0.975,0.287799115,1.172,0.661461244,0.592093533,1.49406233,0.349279991,1.060800048,5.008692412,0.284,1.116799065,0.666,1.426671218,0.355322792,2.646482846,78.93848038,51.9494184,4.85028436,10,10.36910751,10,0.031600438,0.981406574,1.018128077,34.66637888,65.72195928,4.909473447,0.382,74.30422114,0.566,0.87325539,0.390770262,1.892034135
/DATA/digital_human/alloy_humans/dis_objs/00003_Rahel003_Basics_007_sub_rate_08/00003_Rahel003_Basics_007_sub_rate_08.obj,0.017333991,0.149381976,6.37247565,0.896,0.150380813,0.835,-0.09342096,1.071643743,0.932789516,1.143703938,3.743923163,3.186320221,0.246,3.914633813,0.522,1.265245831,0.317150915,2.577432014,0.202197564,0.204805245,5.85999022,0.975,0.287799115,1.172,0.661461244,0.592093533,1.49406233,0.349279991,1.060800048,5.008692412,0.284,1.116799065,0.666,1.426671218,0.355322792,2.646482846,78.97616577,51.54022707,4.858781617,10,10.39246342,10,0.018320689,0.989162562,1.010452243,50.35181365,75.30559014,5.641908289,0.515,90.58780554,0.95,0.852561908,0.490296161,1.712002455
/DATA/digital_human/alloy_humans/dis_objs/00003_Rahel003_Basics_007_sub_rate_16/00003_Rahel003_Basics_007_sub_rate_16.obj,0.017333991,0.149381976,6.37247565,0.896,0.150380813,0.835,-0.09342096,1.071643743,0.932789516,1.143703938,3.743923163,3.186320221,0.246,3.914633813,0.522,1.265245831,0.317150915,2.577432014,0.202197564,0.204805245,5.85999022,0.975,0.287799115,1.172,0.661461244,0.592093533,1.49406233,0.349279991,1.060800048,5.008692412,0.284,1.116799065,0.666,1.426671218,0.355322792,2.646482846,78.99163818,50.99302365,4.873091308,10,10.39362328,10,0.009540549,0.994326206,1.005412866,72.3573517,90.3821741,6.107890708,0.672,115.7757537,1.427,0.753484276,0.569435141,1.559389817
/DATA/digital_human/alloy_humans/dis_objs/00005_Sam006_Basics_006_cn_sigma_20/00005_Sam006_Basics_006_cn_sigma_20.obj,0.034486182,0.185065067,6.393265688,0.871,0.188246636,0.872,0.138763026,0.90043462,1.10404939,1.27174126,3.77516943,3.553363927,0.27,3.983537713,0.618,1.2320185,0.349527019,2.388133401,0.253171626,0.247188911,6.053482272,1.05,0.353832159,1.172,0.625563655,0.608451877,1.461470709,0.428036746,1.165418,5.236290515,0.33,1.241511952,0.891,1.32203028,0.408667972,2.336625609,63.95350194,53.470902,5.063405861,10,10.34497511,7.791,0.466583878,0.751819135,1.295901025,64.84807468,46.84585698,5.859781263,2.33,79.99879113,0.972,0.48771895,0.658790235,1.353519783
/DATA/digital_human/alloy_humans/dis_objs/00005_Sam006_Basics_006_cn_sigma_40/00005_Sam006_Basics_006_cn_sigma_40.obj,0.034486182,0.185065067,6.393265688,0.871,0.188246636,0.872,0.138763026,0.90043462,1.10404939,1.27174126,3.77516943,3.553363927,0.27,3.983537713,0.618,1.2320185,0.349527019,2.388133401,0.253171626,0.247188911,6.053482272,1.05,0.353832159,1.172,0.625563655,0.608451877,1.461470709,0.428036746,1.165418,5.236290515,0.33,1.241511952,0.891,1.32203028,0.408667972,2.336625609,67.25338101,54.51952807,5.155218098,10,10.23324396,4.794,0.441107303,0.762660831,1.283380328,105.9088001,63.38767875,6.222720078,8.069,123.4288086,1.653,0.343222146,0.785324995,1.226082481
/DATA/digital_human/alloy_humans/dis_objs/00005_Sam006_Basics_006_cn_sigma_60/00005_Sam006_Basics_006_cn_sigma_60.obj,0.034486182,0.185065067,6.393265688,0.871,0.188246636,0.872,0.138763026,0.90043462,1.10404939,1.27174126,3.77516943,3.553363927,0.27,3.983537713,0.618,1.2320185,0.349527019,2.388133401,0.253171626,0.247188911,6.053482272,1.05,0.353832159,1.172,0.625563655,0.608451877,1.461470709,0.428036746,1.165418,5.236290515,0.33,1.241511952,0.891,1.32203028,0.408667972,2.336625609,71.46633506,56.34325423,5.216793105,10,10.17517422,3.818,0.378807065,0.788961156,1.240442146,144.0404992,82.10995139,6.51781755,10,165.8002048,2.044,0.291387696,0.823242836,1.187552374
/DATA/digital_human/alloy_humans/dis_objs/00005_Sam006_Basics_006_cn_sigma_80/00005_Sam006_Basics_006_cn_sigma_80.obj,0.034486182,0.185065067,6.393265688,0.871,0.188246636,0.872,0.138763026,0.90043462,1.10404939,1.27174126,3.77516943,3.553363927,0.27,3.983537713,0.618,1.2320185,0.349527019,2.388133401,0.253171626,0.247188911,6.053482272,1.05,0.353832159,1.172,0.625563655,0.608451877,1.461470709,0.428036746,1.165418,5.236290515,0.33,1.241511952,0.891,1.32203028,0.408667972,2.336625609,76.12876534,58.65945832,5.26542078,10,10.13583895,3.693,0.334523553,0.811242291,1.21061317,178.3083408,98.7888326,6.724838898,10,203.845764,2.23,0.260948252,0.843002958,1.166283466
/DATA/digital_human/alloy_humans/dis_objs/00005_Sam006_Basics_006_gn_sigma_0.05/00005_Sam006_Basics_006_gn_sigma_0.05.obj,0.026686097,0.204571314,5.881734905,1.089,0.206299879,1.06,-0.035257969,1.024525158,0.975361843,1.250423281,3.638680049,4.095280773,0.289,3.847458929,0.664,1.244267443,0.364087012,2.364630991,0.44043784,0.444435399,6.61332549,0.982,0.625703584,1.314,0.611195766,0.625560266,1.440373379,0.428326548,1.197624499,5.573237894,0.38,1.271889114,0.933,1.145280059,0.452156537,2.101247379,62.87937856,52.90383084,4.809167272,10,10.7037398,10,0.460917483,0.751229301,1.286841576,25.11990207,45.67488783,4.423966732,0.401,52.12681038,0.722,0.850362896,0.439540678,1.765133407
/DATA/digital_human/alloy_humans/dis_objs/00005_Sam006_Basics_006_gn_sigma_0.10/00005_Sam006_Basics_006_gn_sigma_0.10.obj,0.021464929,0.308763435,6.452510472,1.221,0.309501543,1.206,-0.031414891,1.021461926,0.978877392,1.1647787,3.374505881,5.175029189,0.361,3.569800294,0.779,1.109327726,0.424708375,2.109935916,0.774192828,0.694130317,7.158713917,1.263,1.039799637,2.242,0.530589033,0.699644408,1.356624371,0.428036746,1.328314581,6.372532987,0.58,1.395547814,1.196,0.732428361,0.606459084,1.600997683,62.87937856,52.90383084,4.809167272,10,10.7037398,10,0.460917483,0.751229301,1.286841576,25.11990207,45.67488783,4.423966732,0.401,52.12681038,0.722,0.850362896,0.439540678,1.765133407
/DATA/digital_human/alloy_humans/dis_objs/00005_Sam006_Basics_006_gn_sigma_0.15/00005_Sam006_Basics_006_gn_sigma_0.15.obj,0.005260738,0.420118527,6.578457376,1.429,0.420141775,1.429,-0.043158917,1.028565039,0.971874694,1.066913787,3.184596677,5.767084037,0.477,3.358495683,0.939,0.860869805,0.522913589,1.760350432,1.048069058,0.818574982,7.408591679,1.806,1.329850526,4.521,0.376199371,0.792064719,1.237129998,0.428036746,1.533768626,6.696339492,0.866,1.592342033,1.433,0.428473666,0.754745848,1.317292439,62.87937856,52.90383084,4.809167272,10,10.7037398,10,0.460917483,0.751229301,1.286841576,25.11990207,45.67488783,4.423966732,0.401,52.12681038,0.722,0.850362896,0.439540678,1.765133407
