objs,mean_curvature0,mean_curvature1,mean_curvature2,mean_curvature3,mean_curvature4,mean_curvature5,mean_curvature6,mean_curvature7,mean_curvature8,gaussian_curvature0,gaussian_curvature1,gaussian_curvature2,gaussian_curvature3,gaussian_curvature4,gaussian_curvature5,gaussian_curvature6,gaussian_curvature7,gaussian_curvature8,dihedral_angle0,dihedral_angle1,dihedral_angle2,dihedral_angle3,dihedral_angle4,dihedral_angle5,dihedral_angle6,dihedral_angle7,dihedral_angle8,defect0,defect1,defect2,defect3,defect4,defect5,defect6,defect7,defect8,gray0,gray1,gray2,gray3,gray4,gray5,gray6,gray7,gray8,gradient0,gradient1,gradient2,gradient3,gradient4,gradient5,gradient6,gradient7,gradient8
00003_Rahel003_Basics_007_jpeg_q_15,0.017333991,0.149381976,6.37247565,0.896,0.150380813,0.835,-0.09342096,1.071643743,0.932789516,1.143703938,3.743923163,3.186320221,0.246,3.914633813,0.522,1.265245831,0.317150915,2.577432014,0.202197564,0.204805245,5.85999022,0.975,0.287799115,1.172,0.661461244,0.592093533,1.49406233,0.349279991,1.060800048,5.008692412,0.284,1.116799065,0.666,1.426671218,0.355322792,2.646482846,78.88606405,52.2782688,4.841003343,10,10.30738542,10,0.032837584,0.980691173,1.01885031,15.87387503,39.3103953,4.017825374,0.289,42.39441848,0.368,0.759888265,0.304116965,1.974963741
00003_Rahel003_Basics_007_jpeg_q_20,0.017333991,0.149381976,6.37247565,0.896,0.150380813,0.835,-0.09342096,1.071643743,0.932789516,1.143703938,3.743923163,3.186320221,0.246,3.914633813,0.522,1.265245831,0.317150915,2.577432014,0.202197564,0.204805245,5.85999022,0.975,0.287799115,1.172,0.661461244,0.592093533,1.49406233,0.349279991,1.060800048,5.008692412,0.284,1.116799065,0.666,1.426671218,0.355322792,2.646482846,78.88606405,52.2782688,4.841003343,10,10.30738542,10,0.032837584,0.980691173,1.01885031,15.87387503,39.3103953,4.017825374,0.289,42.39441848,0.368,0.759888265,0.304116965,1.974963741
00003_Rahel003_Basics_007_qp_level_6,0.017333991,0.149381976,6.37247565,0.896,0.150380813,0.835,-0.09342096,1.071643743,0.932789516,1.143703938,3.743923163,3.186320221,0.246,3.914633813,0.522,1.265245831,0.317150915,2.577432014,0.202197564,0.204805245,5.85999022,0.975,0.287799115,1.172,0.661461244,0.592093533,1.49406233,0.349279991,1.060800048,5.008692412,0.284,1.116799065,0.666,1.426671218,0.355322792,2.646482846,78.88606405,52.2782688,4.841003343,10,10.30738542,10,0.032837584,0.980691173,1.01885031,15.87387503,39.3103953,4.017825374,0.289,42.39441848,0.368,0.759888265,0.304116965,1.974963741
00003_Rahel003_Basics_007_qp_level_7,0.017333991,0.149381976,6.37247565,0.896,0.150380813,0.835,-0.09342096,1.071643743,0.932789516,1.143703938,3.743923163,3.186320221,0.246,3.914633813,0.522,1.265245831,0.317150915,2.577432014,0.202197564,0.204805245,5.85999022,0.975,0.287799115,1.172,0.661461244,0.592093533,1.49406233,0.349279991,1.060800048,5.008692412,0.284,1.116799065,0.666,1.426671218,0.355322792,2.646482846,78.88606405,52.2782688,4.841003343,10,10.30738542,10,0.032837584,0.980691173,1.01885031,15.87387503,39.3103953,4.017825374,0.289,42.39441848,0.368,0.759888265,0.304116965,1.974963741
00003_Rahel003_Basics_007_qp_level_8,0.017333991,0.149381976,6.37247565,0.896,0.150380813,0.835,-0.09342096,1.071643743,0.932789516,1.143703938,3.743923163,3.186320221,0.246,3.914633813,0.522,1.265245831,0.317150915,2.577432014,0.202197564,0.204805245,5.85999022,0.975,0.287799115,1.172,0.661461244,0.592093533,1.49406233,0.349279991,1.060800048,5.008692412,0.284,1.116799065,0.666,1.426671218,0.355322792,2.646482846,78.88606405,52.2782688,4.841003343,10,10.30738542,10,0.032837584,0.980691173,1.01885031,15.87387503,39.3103953,4.017825374,0.289,42.39441848,0.368,0.759888265,0.304116965,1.974963741
00003_Rahel003_Basics_007_qp_level_9,0.017333991,0.149381976,6.37247565,0.896,0.150380813,0.835,-0.09342096,1.071643743,0.932789516,1.143703938,3.743923163,3.186320221,0.246,3.914633813,0.522,1.265245831,0.317150915,2.577432014,0.202197564,0.204805245,5.85999022,0.975,0.287799115,1.172,0.661461244,0.592093533,1.49406233,0.349279991,1.060800048,5.008692412,0.284,1.116799065,0.666,1.426671218,0.355322792,2.646482846,78.88606405,52.2782688,4.841003343,10,10.30738542,10,0.032837584,0.980691173,1.01885031,15.87387503,39.3103953,4.017825374,0.289,42.39441848,0.368,0.759888265,0.304116965,1.974963741
00003_Rahel003_Basics_007_qt_level_6,0.017333991,0.149381976,6.37247565,0.896,0.150380813,0.835,-0.09342096,1.071643743,0.932789516,1.143703938,3.743923163,3.186320221,0.246,3.914633813,0.522,1.265245831,0.317150915,2.577432014,0.202197564,0.204805245,5.85999022,0.975,0.287799115,1.172,0.661461244,0.592093533,1.49406233,0.349279991,1.060800048,5.008692412,0.284,1.116799065,0.666,1.426671218,0.355322792,2.646482846,78.88606405,52.2782688,4.841003343,10,10.30738542,10,0.032837584,0.980691173,1.01885031,15.87387503,39.3103953,4.017825374,0.289,42.39441848,0.368,0.759888265,0.304116965,1.974963741
00003_Rahel003_Basics_007_qt_level_7,0.017333991,0.149381976,6.37247565,0.896,0.150380813,0.835,-0.09342096,1.071643743,0.932789516,1.143703938,3.743923163,3.186320221,0.246,3.914633813,0.522,1.265245831,0.317150915,2.577432014,0.202197564,0.204805245,5.85999022,0.975,0.287799115,1.172,0.661461244,0.592093533,1.49406233,0.349279991,1.060800048,5.008692412,0.284,1.116799065,0.666,1.426671218,0.355322792,2.646482846,78.88606405,52.2782688,4.841003343,10,10.30738542,10,0.032837584,0.980691173,1.01885031,15.87387503,39.3103953,4.017825374,0.289,42.39441848,0.368,0.759888265,0.304116965,1.974963741
00003_Rahel003_Basics_007_qt_level_8,0.017333991,0.149381976,6.37247565,0.896,0.150380813,0.835,-0.09342096,1.071643743,0.932789516,1.143703938,3.743923163,3.186320221,0.246,3.914633813,0.522,1.265245831,0.317150915,2.577432014,0.202197564,0.204805245,5.85999022,0.975,0.287799115,1.172,0.661461244,0.592093533,1.49406233,0.349279991,1.060800048,5.008692412,0.284,1.116799065,0.666,1.426671218,0.355322792,2.646482846,78.88606405,52.2782688,4.841003343,10,10.30738542,10,0.032837584,0.980691173,1.01885031,15.87387503,39.3103953,4.017825374,0.289,42.39441848,0.368,0.759888265,0.304116965,1.974963741
00003_Rahel003_Basics_007_qt_level_9,0.017333991,0.149381976,6.37247565,0.896,0.150380813,0.835,-0.09342096,1.071643743,0.932789516,1.143703938,3.743923163,3.186320221,0.246,3.914633813,0.522,1.265245831,0.317150915,2.577432014,0.202197564,0.204805245,5.85999022,0.975,0.287799115,1.172,0.661461244,0.592093533,1.49406233,0.349279991,1.060800048,5.008692412,0.284,1.116799065,0.666,1.426671218,0.355322792,2.646482846,78.88606405,52.2782688,4.841003343,10,10.30738542,10,0.032837584,0.980691173,1.01885031,15.87387503,39.3103953,4.017825374,0.289,42.39441848,0.368,0.759888265,0.304116965,1.974963741
00003_Rahel003_Basics_007_simp_rate_0.05,0.017333991,0.149381976,6.37247565,0.896,0.150380813,0.835,-0.09342096,1.071643743,0.932789516,1.143703938,3.743923163,3.186320221,0.246,3.914633813,0.522,1.265245831,0.317150915,2.577432014,0.202197564,0.204805245,5.85999022,0.975,0.287799115,1.172,0.661461244,0.592093533,1.49406233,0.349279991,1.060800048,5.008692412,0.284,1.116799065,0.666,1.426671218,0.355322792,2.646482846,78.88606405,52.2782688,4.841003343,10,10.30738542,10,0.032837584,0.980691173,1.01885031,15.87387503,39.3103953,4.017825374,0.289,42.39441848,0.368,0.759888265,0.304116965,1.974963741
00003_Rahel003_Basics_007_simp_rate_0.10,0.017333991,0.149381976,6.37247565,0.896,0.150380813,0.835,-0.09342096,1.071643743,0.932789516,1.143703938,3.743923163,3.186320221,0.246,3.914633813,0.522,1.265245831,0.317150915,2.577432014,0.202197564,0.204805245,5.85999022,0.975,0.287799115,1.172,0.661461244,0.592093533,1.49406233,0.349279991,1.060800048,5.008692412,0.284,1.116799065,0.666,1.426671218,0.355322792,2.646482846,78.88606405,52.2782688,4.841003343,10,10.30738542,10,0.032837584,0.980691173,1.01885031,15.87387503,39.3103953,4.017825374,0.289,42.39441848,0.368,0.759888265,0.304116965,1.974963741
00003_Rahel003_Basics_007_simp_rate_0.20,0.017333991,0.149381976,6.37247565,0.896,0.150380813,0.835,-0.09342096,1.071643743,0.932789516,1.143703938,3.743923163,3.186320221,0.246,3.914633813,0.522,1.265245831,0.317150915,2.577432014,0.202197564,0.204805245,5.85999022,0.975,0.287799115,1.172,0.661461244,0.592093533,1.49406233,0.349279991,1.060800048,5.008692412,0.284,1.116799065,0.666,1.426671218,0.355322792,2.646482846,78.88606405,52.2782688,4.841003343,10,10.30738542,10,0.032837584,0.980691173,1.01885031,15.87387503,39.3103953,4.017825374,0.289,42.39441848,0.368,0.759888265,0.304116965,1.974963741
00003_Rahel003_Basics_007_simp_rate_0.40,0.017333991,0.149381976,6.37247565,0.896,0.150380813,0.835,-0.09342096,1.071643743,0.932789516,1.143703938,3.743923163,3.186320221,0.246,3.914633813,0.522,1.265245831,0.317150915,2.577432014,0.202197564,0.204805245,5.85999022,0.975,0.287799115,1.172,0.661461244,0.592093533,1.49406233,0.349279991,1.060800048,5.008692412,0.284,1.116799065,0.666,1.426671218,0.355322792,2.646482846,78.88606405,52.2782688,4.841003343,10,10.30738542,10,0.032837584,0.980691173,1.01885031,15.87387503,39.3103953,4.017825374,0.289,42.39441848,0.368,0.759888265,0.304116965,1.974963741
00003_Rahel003_Basics_007_sub_rate_02,0.017333991,0.149381976,6.37247565,0.896,0.150380813,0.835,-0.09342096,1.071643743,0.932789516,1.143703938,3.743923163,3.186320221,0.246,3.914633813,0.522,1.265245831,0.317150915,2.577432014,0.202197564,0.204805245,5.85999022,0.975,0.287799115,1.172,0.661461244,0.592093533,1.49406233,0.349279991,1.060800048,5.008692412,0.284,1.116799065,0.666,1.426671218,0.355322792,2.646482846,78.88606405,52.2782688,4.841003343,10,10.30738542,10,0.032837584,0.980691173,1.01885031,15.87387503,39.3103953,4.017825374,0.289,42.39441848,0.368,0.759888265,0.304116965,1.974963741
00003_Rahel003_Basics_007_sub_rate_04,0.017333991,0.149381976,6.37247565,0.896,0.150380813,0.835,-0.09342096,1.071643743,0.932789516,1.143703938,3.743923163,3.186320221,0.246,3.914633813,0.522,1.265245831,0.317150915,2.577432014,0.202197564,0.204805245,5.85999022,0.975,0.287799115,1.172,0.661461244,0.592093533,1.49406233,0.349279991,1.060800048,5.008692412,0.284,1.116799065,0.666,1.426671218,0.355322792,2.646482846,78.88606405,52.2782688,4.841003343,10,10.30738542,10,0.032837584,0.980691173,1.01885031,15.87387503,39.3103953,4.017825374,0.289,42.39441848,0.368,0.759888265,0.304116965,1.974963741
00003_Rahel003_Basics_007_sub_rate_08,0.017333991,0.149381976,6.37247565,0.896,0.150380813,0.835,-0.09342096,1.071643743,0.932789516,1.143703938,3.743923163,3.186320221,0.246,3.914633813,0.522,1.265245831,0.317150915,2.577432014,0.202197564,0.204805245,5.85999022,0.975,0.287799115,1.172,0.661461244,0.592093533,1.49406233,0.349279991,1.060800048,5.008692412,0.284,1.116799065,0.666,1.426671218,0.355322792,2.646482846,78.88606405,52.2782688,4.841003343,10,10.30738542,10,0.032837584,0.980691173,1.01885031,15.87387503,39.3103953,4.017825374,0.289,42.39441848,0.368,0.759888265,0.304116965,1.974963741
00003_Rahel003_Basics_007_sub_rate_16,0.017333991,0.149381976,6.37247565,0.896,0.150380813,0.835,-0.09342096,1.071643743,0.932789516,1.143703938,3.743923163,3.186320221,0.246,3.914633813,0.522,1.265245831,0.317150915,2.577432014,0.202197564,0.204805245,5.85999022,0.975,0.287799115,1.172,0.661461244,0.592093533,1.49406233,0.349279991,1.060800048,5.008692412,0.284,1.116799065,0.666,1.426671218,0.355322792,2.646482846,78.88606405,52.2782688,4.841003343,10,10.30738542,10,0.032837584,0.980691173,1.01885031,15.87387503,39.3103953,4.017825374,0.289,42.39441848,0.368,0.759888265,0.304116965,1.974963741
00005_Sam006_Basics_006_cn_sigma_20,0.034486182,0.185065067,6.393265688,0.871,0.188246636,0.872,0.138763026,0.90043462,1.10404939,1.27174126,3.77516943,3.553363927,0.27,3.983537713,0.618,1.2320185,0.349527019,2.388133401,0.253171626,0.247188911,6.053482272,1.05,0.353832159,1.172,0.625563655,0.608451877,1.461470709,0.428036746,1.165418,5.236290515,0.33,1.241511952,0.891,1.32203028,0.408667972,2.336625609,62.87937856,52.90383084,4.809167272,10,10.7037398,10,0.460917483,0.751229301,1.286841576,25.11990207,45.67488783,4.423966732,0.401,52.12681038,0.722,0.850362896,0.439540678,1.765133407
00005_Sam006_Basics_006_cn_sigma_40,0.034486182,0.185065067,6.393265688,0.871,0.188246636,0.872,0.138763026,0.90043462,1.10404939,1.27174126,3.77516943,3.553363927,0.27,3.983537713,0.618,1.2320185,0.349527019,2.388133401,0.253171626,0.247188911,6.053482272,1.05,0.353832159,1.172,0.625563655,0.608451877,1.461470709,0.428036746,1.165418,5.236290515,0.33,1.241511952,0.891,1.32203028,0.408667972,2.336625609,62.87937856,52.90383084,4.809167272,10,10.7037398,10,0.460917483,0.751229301,1.286841576,25.11990207,45.67488783,4.423966732,0.401,52.12681038,0.722,0.850362896,0.439540678,1.765133407
00005_Sam006_Basics_006_cn_sigma_60,0.034486182,0.185065067,6.393265688,0.871,0.188246636,0.872,0.138763026,0.90043462,1.10404939,1.27174126,3.77516943,3.553363927,0.27,3.983537713,0.618,1.2320185,0.349527019,2.388133401,0.253171626,0.247188911,6.053482272,1.05,0.353832159,1.172,0.625563655,0.608451877,1.461470709,0.428036746,1.165418,5.236290515,0.33,1.241511952,0.891,1.32203028,0.408667972,2.336625609,62.87937856,52.90383084,4.809167272,10,10.7037398,10,0.460917483,0.751229301,1.286841576,25.11990207,45.67488783,4.423966732,0.401,52.12681038,0.722,0.850362896,0.439540678,1.765133407
00005_Sam006_Basics_006_cn_sigma_80,0.034486182,0.185065067,6.393265688,0.871,0.188246636,0.872,0.138763026,0.90043462,1.10404939,1.27174126,3.77516943,3.553363927,0.27,3.983537713,0.618,1.2320185,0.349527019,2.388133401,0.253171626,0.247188911,6.053482272,1.05,0.353832159,1.172,0.625563655,0.608451877,1.461470709,0.428036746,1.165418,5.236290515,0.33,1.241511952,0.891,1.32203028,0.408667972,2.336625609,62.87937856,52.90383084,4.809167272,10,10.7037398,10,0.460917483,0.751229301,1.286841576,25.11990207,45.67488783,4.423966732,0.401,52.12681038,0.722,0.850362896,0.439540678,1.765133407
00005_Sam006_Basics_006_gn_sigma_0.05,0.034486182,0.185065067,6.393265688,0.871,0.188246636,0.872,0.138763026,0.90043462,1.10404939,1.27174126,3.77516943,3.553363927,0.27,3.983537713,0.618,1.2320185,0.349527019,2.388133401,0.253171626,0.247188911,6.053482272,1.05,0.353832159,1.172,0.625563655,0.608451877,1.461470709,0.428036746,1.165418,5.236290515,0.33,1.241511952,0.891,1.32203028,0.408667972,2.336625609,62.87937856,52.90383084,4.809167272,10,10.7037398,10,0.460917483,0.751229301,1.286841576,25.11990207,45.67488783,4.423966732,0.401,52.12681038,0.722,0.850362896,0.439540678,1.765133407
00005_Sam006_Basics_006_gn_sigma_0.10,0.034486182,0.185065067,6.393265688,0.871,0.188246636,0.872,0.138763026,0.90043462,1.10404939,1.27174126,3.77516943,3.553363927,0.27,3.983537713,0.618,1.2320185,0.349527019,2.388133401,0.253171626,0.247188911,6.053482272,1.05,0.353832159,1.172,0.625563655,0.608451877,1.461470709,0.428036746,1.165418,5.236290515,0.33,1.241511952,0.891,1.32203028,0.408667972,2.336625609,62.87937856,52.90383084,4.809167272,10,10.7037398,10,0.460917483,0.751229301,1.286841576,25.11990207,45.67488783,4.423966732,0.401,52.12681038,0.722,0.850362896,0.439540678,1.765133407
00005_Sam006_Basics_006_gn_sigma_0.15,0.034486182,0.185065067,6.393265688,0.871,0.188246636,0.872,0.138763026,0.90043462,1.10404939,1.27174126,3.77516943,3.553363927,0.27,3.983537713,0.618,1.2320185,0.349527019,2.388133401,0.253171626,0.247188911,6.053482272,1.05,0.353832159,1.172,0.625563655,0.608451877,1.461470709,0.428036746,1.165418,5.236290515,0.33,1.241511952,0.891,1.32203028,0.408667972,2.336625609,62.87937856,52.90383084,4.809167272,10,10.7037398,10,0.460917483,0.751229301,1.286841576,25.11990207,45.67488783,4.423966732,0.401,52.12681038,0.722,0.850362896,0.439540678,1.765133407
00005_Sam006_Basics_006_gn_sigma_0.20,0.034486182,0.185065067,6.393265688,0.871,0.188246636,0.872,0.138763026,0.90043462,1.10404939,1.27174126,3.77516943,3.553363927,0.27,3.983537713,0.618,1.2320185,0.349527019,2.388133401,0.253171626,0.247188911,6.053482272,1.05,0.353832159,1.172,0.625563655,0.608451877,1.461470709,0.428036746,1.165418,5.236290515,0.33,1.241511952,0.891,1.32203028,0.408667972,2.336625609,62.87937856,52.90383084,4.809167272,10,10.7037398,10,0.460917483,0.751229301,1.286841576,25.11990207,45.67488783,4.423966732,0.401,52.12681038,0.722,0.850362896,0.439540678,1.765133407
00005_Sam006_Basics_006_jpeg_q_03,0.034486182,0.185065067,6.393265688,0.871,0.188246636,0.872,0.138763026,0.90043462,1.10404939,1.27174126,3.77516943,3.553363927,0.27,3.983537713,0.618,1.2320185,0.349527019,2.388133401,0.253171626,0.247188911,6.053482272,1.05,0.353832159,1.172,0.625563655,0.608451877,1.461470709,0.428036746,1.165418,5.236290515,0.33,1.241511952,0.891,1.32203028,0.408667972,2.336625609,62.87937856,52.90383084,4.809167272,10,10.7037398,10,0.460917483,0.751229301,1.286841576,25.11990207,45.67488783,4.423966732,0.401,52.12681038,0.722,0.850362896,0.439540678,1.765133407
00005_Sam006_Basics_006_jpeg_q_10,0.034486182,0.185065067,6.393265688,0.871,0.188246636,0.872,0.138763026,0.90043462,1.10404939,1.27174126,3.77516943,3.553363927,0.27,3.983537713,0.618,1.2320185,0.349527019,2.388133401,0.253171626,0.247188911,6.053482272,1.05,0.353832159,1.172,0.625563655,0.608451877,1.461470709,0.428036746,1.165418,5.236290515,0.33,1.241511952,0.891,1.32203028,0.408667972,2.336625609,62.87937856,52.90383084,4.809167272,10,10.7037398,10,0.460917483,0.751229301,1.286841576,25.11990207,45.67488783,4.423966732,0.401,52.12681038,0.722,0.850362896,0.439540678,1.765133407
00005_Sam006_Basics_006_jpeg_q_15,0.034486182,0.185065067,6.393265688,0.871,0.188246636,0.872,0.138763026,0.90043462,1.10404939,1.27174126,3.77516943,3.553363927,0.27,3.983537713,0.618,1.2320185,0.349527019,2.388133401,0.253171626,0.247188911,6.053482272,1.05,0.353832159,1.172,0.625563655,0.608451877,1.461470709,0.428036746,1.165418,5.236290515,0.33,1.241511952,0.891,1.32203028,0.408667972,2.336625609,62.87937856,52.90383084,4.809167272,10,10.7037398,10,0.460917483,0.751229301,1.286841576,25.11990207,45.67488783,4.423966732,0.401,52.12681038,0.722,0.850362896,0.439540678,1.765133407
00005_Sam006_Basics_006_jpeg_q_20,0.034486182,0.185065067,6.393265688,0.871,0.188246636,0.872,0.138763026,0.90043462,1.10404939,1.27174126,3.77516943,3.553363927,0.27,3.983537713,0.618,1.2320185,0.349527019,2.388133401,0.253171626,0.247188911,6.053482272,1.05,0.353832159,1.172,0.625563655,0.608451877,1.461470709,0.428036746,1.165418,5.236290515,0.33,1.241511952,0.891,1.32203028,0.408667972,2.336625609,62.87937856,52.90383084,4.809167272,10,10.7037398,10,0.460917483,0.751229301,1.286841576,25.11990207,45.67488783,4.423966732,0.401,52.12681038,0.722,0.850362896,0.439540678,1.765133407
00005_Sam006_Basics_006_qp_level_6,0.034486182,0.185065067,6.393265688,0.871,0.188246636,0.872,0.138763026,0.90043462,1.10404939,1.27174126,3.77516943,3.553363927,0.27,3.983537713,0.618,1.2320185,0.349527019,2.388133401,0.253171626,0.247188911,6.053482272,1.05,0.353832159,1.172,0.625563655,0.608451877,1.461470709,0.428036746,1.165418,5.236290515,0.33,1.241511952,0.891,1.32203028,0.408667972,2.336625609,62.87937856,52.90383084,4.809167272,10,10.7037398,10,0.460917483,0.751229301,1.286841576,25.11990207,45.67488783,4.423966732,0.401,52.12681038,0.722,0.850362896,0.439540678,1.765133407
