objs,mean_curvature0,mean_curvature1,mean_curvature2,mean_curvature3,mean_curvature4,mean_curvature5,mean_curvature6,mean_curvature7,mean_curvature8,gaussian_curvature0,gaussian_curvature1,gaussian_curvature2,gaussian_curvature3,gaussian_curvature4,gaussian_curvature5,gaussian_curvature6,gaussian_curvature7,gaussian_curvature8,dihedral_angle0,dihedral_angle1,dihedral_angle2,dihedral_angle3,dihedral_angle4,dihedral_angle5,dihedral_angle6,dihedral_angle7,dihedral_angle8,defect0,defect1,defect2,defect3,defect4,defect5,defect6,defect7,defect8,gray0,gray1,gray2,gray3,gray4,gray5,gray6,gray7,gray8,gradient0,gradient1,gradient2,gradient3,gradient4,gradient5,gradient6,gradient7,gradient8
subject_000_jpeg_q_20,0.089489325,7.579650765,6.683491446,1.344,7.579231576,1.343,-0.007913257,1.005162214,0.994654735,0.044369402,0.463304777,2.585987764,0.2,0.465422573,0.2,0.903270815,0.118495817,3.719011794,1.945608695,0.899698106,7.50580083,10,2.143559567,10,-0.273571625,1.167061874,0.849156118,0.0206558,2.315180209,6.803338889,2.097,2.315262705,2.222,-0.194661378,1.123414981,0.882168684,24.54098344,55.36522508,1.851621371,10,5.291732655,1.17,1.298029526,0.427467799,2.19809772,4.138042008,18.0619789,1.608395448,0.2,18.529934,0.282,0.72064638,0.223757044,2.189659717
subject_000_jpeg_q_3,0.089489325,7.579650765,6.683491446,1.344,7.579231576,1.343,-0.007913257,1.005162214,0.994654735,0.044369402,0.463304777,2.585987764,0.2,0.465422573,0.2,0.903270815,0.118495817,3.719011794,1.945608695,0.899698106,7.50580083,10,2.143559567,10,-0.273571625,1.167061874,0.849156118,0.0206558,2.315180209,6.803338889,2.097,2.315262705,2.222,-0.194661378,1.123414981,0.882168684,24.54098344,55.36522508,1.851621371,10,5.291732655,1.17,1.298029526,0.427467799,2.19809772,4.138042008,18.0619789,1.608395448,0.2,18.529934,0.282,0.72064638,0.223757044,2.189659717
subject_000_qp_level_6,0.089489325,7.579650765,6.683491446,1.344,7.579231576,1.343,-0.007913257,1.005162214,0.994654735,0.044369402,0.463304777,2.585987764,0.2,0.465422573,0.2,0.903270815,0.118495817,3.719011794,1.945608695,0.899698106,7.50580083,10,2.143559567,10,-0.273571625,1.167061874,0.849156118,0.0206558,2.315180209,6.803338889,2.097,2.315262705,2.222,-0.194661378,1.123414981,0.882168684,24.54098344,55.36522508,1.851621371,10,5.291732655,1.17,1.298029526,0.427467799,2.19809772,4.138042008,18.0619789,1.608395448,0.2,18.529934,0.282,0.72064638,0.223757044,2.189659717
subject_000_qp_level_7,0.089489325,7.579650765,6.683491446,1.344,7.579231576,1.343,-0.007913257,1.005162214,0.994654735,0.044369402,0.463304777,2.585987764,0.2,0.465422573,0.2,0.903270815,0.118495817,3.719011794,1.945608695,0.899698106,7.50580083,10,2.143559567,10,-0.273571625,1.167061874,0.849156118,0.0206558,2.315180209,6.803338889,2.097,2.315262705,2.222,-0.194661378,1.123414981,0.882168684,24.54098344,55.36522508,1.851621371,10,5.291732655,1.17,1.298029526,0.427467799,2.19809772,4.138042008,18.0619789,1.608395448,0.2,18.529934,0.282,0.72064638,0.223757044,2.189659717
subject_000_qp_level_8,0.089489325,7.579650765,6.683491446,1.344,7.579231576,1.343,-0.007913257,1.005162214,0.994654735,0.044369402,0.463304777,2.585987764,0.2,0.465422573,0.2,0.903270815,0.118495817,3.719011794,1.945608695,0.899698106,7.50580083,10,2.143559567,10,-0.273571625,1.167061874,0.849156118,0.0206558,2.315180209,6.803338889,2.097,2.315262705,2.222,-0.194661378,1.123414981,0.882168684,24.54098344,55.36522508,1.851621371,10,5.291732655,1.17,1.298029526,0.427467799,2.19809772,4.138042008,18.0619789,1.608395448,0.2,18.529934,0.282,0.72064638,0.223757044,2.189659717
subject_000_qp_level_9,0.089489325,7.579650765,6.683491446,1.344,7.579231576,1.343,-0.007913257,1.005162214,0.994654735,0.044369402,0.463304777,2.585987764,0.2,0.465422573,0.2,0.903270815,0.118495817,3.719011794,1.945608695,0.899698106,7.50580083,10,2.143559567,10,-0.273571625,1.167061874,0.849156118,0.0206558,2.315180209,6.803338889,2.097,2.315262705,2.222,-0.194661378,1.123414981,0.882168684,24.54098344,55.36522508,1.851621371,10,5.291732655,1.17,1.298029526,0.427467799,2.19809772,4.138042008,18.0619789,1.608395448,0.2,18.529934,0.282,0.72064638,0.223757044,2.189659717
subject_000_qt_level_10,0.089489325,7.579650765,6.683491446,1.344,7.579231576,1.343,-0.007913257,1.005162214,0.994654735,0.044369402,0.463304777,2.585987764,0.2,0.465422573,0.2,0.903270815,0.118495817,3.719011794,1.945608695,0.899698106,7.50580083,10,2.143559567,10,-0.273571625,1.167061874,0.849156118,0.0206558,2.315180209,6.803338889,2.097,2.315262705,2.222,-0.194661378,1.123414981,0.882168684,24.54098344,55.36522508,1.851621371,10,5.291732655,1.17,1.298029526,0.427467799,2.19809772,4.138042008,18.0619789,1.608395448,0.2,18.529934,0.282,0.72064638,0.223757044,2.189659717
subject_000_qt_level_7,0.089489325,7.579650765,6.683491446,1.344,7.579231576,1.343,-0.007913257,1.005162214,0.994654735,0.044369402,0.463304777,2.585987764,0.2,0.465422573,0.2,0.903270815,0.118495817,3.719011794,1.945608695,0.899698106,7.50580083,10,2.143559567,10,-0.273571625,1.167061874,0.849156118,0.0206558,2.315180209,6.803338889,2.097,2.315262705,2.222,-0.194661378,1.123414981,0.882168684,24.54098344,55.36522508,1.851621371,10,5.291732655,1.17,1.298029526,0.427467799,2.19809772,4.138042008,18.0619789,1.608395448,0.2,18.529934,0.282,0.72064638,0.223757044,2.189659717
subject_000_qt_level_8,0.089489325,7.579650765,6.683491446,1.344,7.579231576,1.343,-0.007913257,1.005162214,0.994654735,0.044369402,0.463304777,2.585987764,0.2,0.465422573,0.2,0.903270815,0.118495817,3.719011794,1.945608695,0.899698106,7.50580083,10,2.143559567,10,-0.273571625,1.167061874,0.849156118,0.0206558,2.315180209,6.803338889,2.097,2.315262705,2.222,-0.194661378,1.123414981,0.882168684,24.54098344,55.36522508,1.851621371,10,5.291732655,1.17,1.298029526,0.427467799,2.19809772,4.138042008,18.0619789,1.608395448,0.2,18.529934,0.282,0.72064638,0.223757044,2.189659717
subject_000_qt_level_9,0.089489325,7.579650765,6.683491446,1.344,7.579231576,1.343,-0.007913257,1.005162214,0.994654735,0.044369402,0.463304777,2.585987764,0.2,0.465422573,0.2,0.903270815,0.118495817,3.719011794,1.945608695,0.899698106,7.50580083,10,2.143559567,10,-0.273571625,1.167061874,0.849156118,0.0206558,2.315180209,6.803338889,2.097,2.315262705,2.222,-0.194661378,1.123414981,0.882168684,24.54098344,55.36522508,1.851621371,10,5.291732655,1.17,1.298029526,0.427467799,2.19809772,4.138042008,18.0619789,1.608395448,0.2,18.529934,0.282,0.72064638,0.223757044,2.189659717
subject_000_simp_rate_0.05,0.089489325,7.579650765,6.683491446,1.344,7.579231576,1.343,-0.007913257,1.005162214,0.994654735,0.044369402,0.463304777,2.585987764,0.2,0.465422573,0.2,0.903270815,0.118495817,3.719011794,1.945608695,0.899698106,7.50580083,10,2.143559567,10,-0.273571625,1.167061874,0.849156118,0.0206558,2.315180209,6.803338889,2.097,2.315262705,2.222,-0.194661378,1.123414981,0.882168684,24.54098344,55.36522508,1.851621371,10,5.291732655,1.17,1.298029526,0.427467799,2.19809772,4.138042008,18.0619789,1.608395448,0.2,18.529934,0.282,0.72064638,0.223757044,2.189659717
subject_000_simp_rate_0.1,0.089489325,7.579650765,6.683491446,1.344,7.579231576,1.343,-0.007913257,1.005162214,0.994654735,0.044369402,0.463304777,2.585987764,0.2,0.465422573,0.2,0.903270815,0.118495817,3.719011794,1.945608695,0.899698106,7.50580083,10,2.143559567,10,-0.273571625,1.167061874,0.849156118,0.0206558,2.315180209,6.803338889,2.097,2.315262705,2.222,-0.194661378,1.123414981,0.882168684,24.54098344,55.36522508,1.851621371,10,5.291732655,1.17,1.298029526,0.427467799,2.19809772,4.138042008,18.0619789,1.608395448,0.2,18.529934,0.282,0.72064638,0.223757044,2.189659717
subject_000_simp_rate_0.2,0.089489325,7.579650765,6.683491446,1.344,7.579231576,1.343,-0.007913257,1.005162214,0.994654735,0.044369402,0.463304777,2.585987764,0.2,0.465422573,0.2,0.903270815,0.118495817,3.719011794,1.945608695,0.899698106,7.50580083,10,2.143559567,10,-0.273571625,1.167061874,0.849156118,0.0206558,2.315180209,6.803338889,2.097,2.315262705,2.222,-0.194661378,1.123414981,0.882168684,24.54098344,55.36522508,1.851621371,10,5.291732655,1.17,1.298029526,0.427467799,2.19809772,4.138042008,18.0619789,1.608395448,0.2,18.529934,0.282,0.72064638,0.223757044,2.189659717
subject_000_simp_rate_0.4,0.089489325,7.579650765,6.683491446,1.344,7.579231576,1.343,-0.007913257,1.005162214,0.994654735,0.044369402,0.463304777,2.585987764,0.2,0.465422573,0.2,0.903270815,0.118495817,3.719011794,1.945608695,0.899698106,7.50580083,10,2.143559567,10,-0.273571625,1.167061874,0.849156118,0.0206558,2.315180209,6.803338889,2.097,2.315262705,2.222,-0.194661378,1.123414981,0.882168684,24.54098344,55.36522508,1.851621371,10,5.291732655,1.17,1.298029526,0.427467799,2.19809772,4.138042008,18.0619789,1.608395448,0.2,18.529934,0.282,0.72064638,0.223757044,2.189659717
subject_000_sub_rate_16,0.089489325,7.579650765,6.683491446,1.344,7.579231576,1.343,-0.007913257,1.005162214,0.994654735,0.044369402,0.463304777,2.585987764,0.2,0.465422573,0.2,0.903270815,0.118495817,3.719011794,1.945608695,0.899698106,7.50580083,10,2.143559567,10,-0.273571625,1.167061874,0.849156118,0.0206558,2.315180209,6.803338889,2.097,2.315262705,2.222,-0.194661378,1.123414981,0.882168684,24.54098344,55.36522508,1.851621371,10,5.291732655,1.17,1.298029526,0.427467799,2.19809772,4.138042008,18.0619789,1.608395448,0.2,18.529934,0.282,0.72064638,0.223757044,2.189659717
subject_000_sub_rate_2,0.089489325,7.579650765,6.683491446,1.344,7.579231576,1.343,-0.007913257,1.005162214,0.994654735,0.044369402,0.463304777,2.585987764,0.2,0.465422573,0.2,0.903270815,0.118495817,3.719011794,1.945608695,0.899698106,7.50580083,10,2.143559567,10,-0.273571625,1.167061874,0.849156118,0.0206558,2.315180209,6.803338889,2.097,2.315262705,2.222,-0.194661378,1.123414981,0.882168684,24.54098344,55.36522508,1.851621371,10,5.291732655,1.17,1.298029526,0.427467799,2.19809772,4.138042008,18.0619789,1.608395448,0.2,18.529934,0.282,0.72064638,0.223757044,2.189659717
subject_000_sub_rate_4,0.089489325,7.579650765,6.683491446,1.344,7.579231576,1.343,-0.007913257,1.005162214,0.994654735,0.044369402,0.463304777,2.585987764,0.2,0.465422573,0.2,0.903270815,0.118495817,3.719011794,1.945608695,0.899698106,7.50580083,10,2.143559567,10,-0.273571625,1.167061874,0.849156118,0.0206558,2.315180209,6.803338889,2.097,2.315262705,2.222,-0.194661378,1.123414981,0.882168684,24.54098344,55.36522508,1.851621371,10,5.291732655,1.17,1.298029526,0.427467799,2.19809772,4.138042008,18.0619789,1.608395448,0.2,18.529934,0.282,0.72064638,0.223757044,2.189659717
subject_000_sub_rate_8,0.089489325,7.579650765,6.683491446,1.344,7.579231576,1.343,-0.007913257,1.005162214,0.994654735,0.044369402,0.463304777,2.585987764,0.2,0.465422573,0.2,0.903270815,0.118495817,3.719011794,1.945608695,0.899698106,7.50580083,10,2.143559567,10,-0.273571625,1.167061874,0.849156118,0.0206558,2.315180209,6.803338889,2.097,2.315262705,2.222,-0.194661378,1.123414981,0.882168684,24.54098344,55.36522508,1.851621371,10,5.291732655,1.17,1.298029526,0.427467799,2.19809772,4.138042008,18.0619789,1.608395448,0.2,18.529934,0.282,0.72064638,0.223757044,2.189659717
subject_002_cn_sigma_20,0.076896329,6.277911132,6.589145248,1.441,6.277597325,1.439,-0.026505887,1.017511515,0.982736071,0.044800581,0.448984416,2.764785329,0.2,0.451212166,0.2,0.878942452,0.119936427,3.623477435,1.956413434,0.864367531,7.505301559,10,2.138850783,6.747,-0.260600258,1.158724517,0.854007558,0.01939287,2.048128893,6.660831413,1.999,2.048212172,2.069,-0.157537488,1.1001724,0.903473097,47.46998394,74.57880668,2.351365967,10,6.039402586,10,0.801587975,0.622428701,1.553919423,10.88133265,36.75268686,2.258046805,0.221,38.3296662,0.372,0.931534181,0.275232278,2.308006457
subject_002_cn_sigma_40,0.076896329,6.277911132,6.589145248,1.441,6.277597325,1.439,-0.026505887,1.017511515,0.982736071,0.044800581,0.448984416,2.764785329,0.2,0.451212166,0.2,0.878942452,0.119936427,3.623477435,1.956413434,0.864367531,7.505301559,10,2.138850783,6.747,-0.260600258,1.158724517,0.854007558,0.01939287,2.048128893,6.660831413,1.999,2.048212172,2.069,-0.157537488,1.1001724,0.903473097,47.46998394,74.57880668,2.351365967,10,6.039402586,10,0.801587975,0.622428701,1.553919423,10.88133265,36.75268686,2.258046805,0.221,38.3296662,0.372,0.931534181,0.275232278,2.308006457
subject_002_cn_sigma_60,0.076896329,6.277911132,6.589145248,1.441,6.277597325,1.439,-0.026505887,1.017511515,0.982736071,0.044800581,0.448984416,2.764785329,0.2,0.451212166,0.2,0.878942452,0.119936427,3.623477435,1.956413434,0.864367531,7.505301559,10,2.138850783,6.747,-0.260600258,1.158724517,0.854007558,0.01939287,2.048128893,6.660831413,1.999,2.048212172,2.069,-0.157537488,1.1001724,0.903473097,47.46998394,74.57880668,2.351365967,10,6.039402586,10,0.801587975,0.622428701,1.553919423,10.88133265,36.75268686,2.258046805,0.221,38.3296662,0.372,0.931534181,0.275232278,2.308006457
subject_002_cn_sigma_80,0.076896329,6.277911132,6.589145248,1.441,6.277597325,1.439,-0.026505887,1.017511515,0.982736071,0.044800581,0.448984416,2.764785329,0.2,0.451212166,0.2,0.878942452,0.119936427,3.623477435,1.956413434,0.864367531,7.505301559,10,2.138850783,6.747,-0.260600258,1.158724517,0.854007558,0.01939287,2.048128893,6.660831413,1.999,2.048212172,2.069,-0.157537488,1.1001724,0.903473097,47.46998394,74.57880668,2.351365967,10,6.039402586,10,0.801587975,0.622428701,1.553919423,10.88133265,36.75268686,2.258046805,0.221,38.3296662,0.372,0.931534181,0.275232278,2.308006457
subject_002_gn_sigma_0.05,0.076896329,6.277911132,6.589145248,1.441,6.277597325,1.439,-0.026505887,1.017511515,0.982736071,0.044800581,0.448984416,2.764785329,0.2,0.451212166,0.2,0.878942452,0.119936427,3.623477435,1.956413434,0.864367531,7.505301559,10,2.138850783,6.747,-0.260600258,1.158724517,0.854007558,0.01939287,2.048128893,6.660831413,1.999,2.048212172,2.069,-0.157537488,1.1001724,0.903473097,47.46998394,74.57880668,2.351365967,10,6.039402586,10,0.801587975,0.622428701,1.553919423,10.88133265,36.75268686,2.258046805,0.221,38.3296662,0.372,0.931534181,0.275232278,2.308006457
subject_002_gn_sigma_0.1,0.076896329,6.277911132,6.589145248,1.441,6.277597325,1.439,-0.026505887,1.017511515,0.982736071,0.044800581,0.448984416,2.764785329,0.2,0.451212166,0.2,0.878942452,0.119936427,3.623477435,1.956413434,0.864367531,7.505301559,10,2.138850783,6.747,-0.260600258,1.158724517,0.854007558,0.01939287,2.048128893,6.660831413,1.999,2.048212172,2.069,-0.157537488,1.1001724,0.903473097,47.46998394,74.57880668,2.351365967,10,6.039402586,10,0.801587975,0.622428701,1.553919423,10.88133265,36.75268686,2.258046805,0.221,38.3296662,0.372,0.931534181,0.275232278,2.308006457
subject_002_gn_sigma_0.15,0.076896329,6.277911132,6.589145248,1.441,6.277597325,1.439,-0.026505887,1.017511515,0.982736071,0.044800581,0.448984416,2.764785329,0.2,0.451212166,0.2,0.878942452,0.119936427,3.623477435,1.956413434,0.864367531,7.505301559,10,2.138850783,6.747,-0.260600258,1.158724517,0.854007558,0.01939287,2.048128893,6.660831413,1.999,2.048212172,2.069,-0.157537488,1.1001724,0.903473097,47.46998394,74.57880668,2.351365967,10,6.039402586,10,0.801587975,0.622428701,1.553919423,10.88133265,36.75268686,2.258046805,0.221,38.3296662,0.372,0.931534181,0.275232278,2.308006457
subject_002_gn_sigma_0.2,0.076896329,6.277911132,6.589145248,1.441,6.277597325,1.439,-0.026505887,1.017511515,0.982736071,0.044800581,0.448984416,2.764785329,0.2,0.451212166,0.2,0.878942452,0.119936427,3.623477435,1.956413434,0.864367531,7.505301559,10,2.138850783,6.747,-0.260600258,1.158724517,0.854007558,0.01939287,2.048128893,6.660831413,1.999,2.048212172,2.069,-0.157537488,1.1001724,0.903473097,47.46998394,74.57880668,2.351365967,10,6.039402586,10,0.801587975,0.622428701,1.553919423,10.88133265,36.75268686,2.258046805,0.221,38.3296662,0.372,0.931534181,0.275232278,2.308006457
subject_002_jpeg_q_10,0.076896329,6.277911132,6.589145248,1.441,6.277597325,1.439,-0.026505887,1.017511515,0.982736071,0.044800581,0.448984416,2.764785329,0.2,0.451212166,0.2,0.878942452,0.119936427,3.623477435,1.956413434,0.864367531,7.505301559,10,2.138850783,6.747,-0.260600258,1.158724517,0.854007558,0.01939287,2.048128893,6.660831413,1.999,2.048212172,2.069,-0.157537488,1.1001724,0.903473097,47.46998394,74.57880668,2.351365967,10,6.039402586,10,0.801587975,0.622428701,1.553919423,10.88133265,36.75268686,2.258046805,0.221,38.3296662,0.372,0.931534181,0.275232278,2.308006457
subject_002_jpeg_q_15,0.076896329,6.277911132,6.589145248,1.441,6.277597325,1.439,-0.026505887,1.017511515,0.982736071,0.044800581,0.448984416,2.764785329,0.2,0.451212166,0.2,0.878942452,0.119936427,3.623477435,1.956413434,0.864367531,7.505301559,10,2.138850783,6.747,-0.260600258,1.158724517,0.854007558,0.01939287,2.048128893,6.660831413,1.999,2.048212172,2.069,-0.157537488,1.1001724,0.903473097,47.46998394,74.57880668,2.351365967,10,6.039402586,10,0.801587975,0.622428701,1.553919423,10.88133265,36.75268686,2.258046805,0.221,38.3296662,0.372,0.931534181,0.275232278,2.308006457
subject_002_jpeg_q_20,0.076896329,6.277911132,6.589145248,1.441,6.277597325,1.439,-0.026505887,1.017511515,0.982736071,0.044800581,0.448984416,2.764785329,0.2,0.451212166,0.2,0.878942452,0.119936427,3.623477435,1.956413434,0.864367531,7.505301559,10,2.138850783,6.747,-0.260600258,1.158724517,0.854007558,0.01939287,2.048128893,6.660831413,1.999,2.048212172,2.069,-0.157537488,1.1001724,0.903473097,47.46998394,74.57880668,2.351365967,10,6.039402586,10,0.801587975,0.622428701,1.553919423,10.88133265,36.75268686,2.258046805,0.221,38.3296662,0.372,0.931534181,0.275232278,2.308006457
subject_002_jpeg_q_3,0.076896329,6.277911132,6.589145248,1.441,6.277597325,1.439,-0.026505887,1.017511515,0.982736071,0.044800581,0.448984416,2.764785329,0.2,0.451212166,0.2,0.878942452,0.119936427,3.623477435,1.956413434,0.864367531,7.505301559,10,2.138850783,6.747,-0.260600258,1.158724517,0.854007558,0.01939287,2.048128893,6.660831413,1.999,2.048212172,2.069,-0.157537488,1.1001724,0.903473097,47.46998394,74.57880668,2.351365967,10,6.039402586,10,0.801587975,0.622428701,1.553919423,10.88133265,36.75268686,2.258046805,0.221,38.3296662,0.372,0.931534181,0.275232278,2.308006457
subject_002_qp_level_6,0.076896329,6.277911132,6.589145248,1.441,6.277597325,1.439,-0.026505887,1.017511515,0.982736071,0.044800581,0.448984416,2.764785329,0.2,0.451212166,0.2,0.878942452,0.119936427,3.623477435,1.956413434,0.864367531,7.505301559,10,2.138850783,6.747,-0.260600258,1.158724517,0.854007558,0.01939287,2.048128893,6.660831413,1.999,2.048212172,2.069,-0.157537488,1.1001724,0.903473097,47.46998394,74.57880668,2.351365967,10,6.039402586,10,0.801587975,0.622428701,1.553919423,10.88133265,36.75268686,2.258046805,0.221,38.3296662,0.372,0.931534181,0.275232278,2.308006457
subject_002_qp_level_7,0.076896329,6.277911132,6.589145248,1.441,6.277597325,1.439,-0.026505887,1.017511515,0.982736071,0.044800581,0.448984416,2.764785329,0.2,0.451212166,0.2,0.878942452,0.119936427,3.623477435,1.956413434,0.864367531,7.505301559,10,2.138850783,6.747,-0.260600258,1.158724517,0.854007558,0.01939287,2.048128893,6.660831413,1.999,2.048212172,2.069,-0.157537488,1.1001724,0.903473097,47.46998394,74.57880668,2.351365967,10,6.039402586,10,0.801587975,0.622428701,1.553919423,10.88133265,36.75268686,2.258046805,0.221,38.3296662,0.372,0.931534181,0.275232278,2.308006457
